Data,Nível,Taxa Chuva (mm/h),Chuva Acum. Dia (mm),Temp (ºC),umidade_2m,velocidade_vento
2023-07-21 07:00:00,3.77,0.0,0.8,15.4,2.9,43.0
2023-07-21 06:00:00,3.83,0.0,0.8,15.4,4.7,46.0
2023-07-21 05:00:00,3.89,0.0,0.8,15.4,7.8,50.0
2023-07-21 04:00:00,3.96,0.0,0.8,15.4,8.3,58.0
2023-07-21 03:00:00,4.04,0.0,0.4,15.4,6.4,70.0
2023-07-21 02:00:00,4.11,0.0,0.2,15.4,5.0,83.0
2023-07-21 01:00:00,4.19,0.0,0.2,15.4,2.5,89.0
2023-07-21 00:00:00,4.25,0.0,4.0,15.3,3.4,89.0
2023-07-20 23:00:00,4.31,0.0,3.8,15.4,6.5,90.0
2023-07-20 22:00:00,4.34,0.0,3.8,15.4,8.8,91.0
2023-07-20 21:00:00,4.37,0.0,3.4,15.4,6.1,85.0
2023-07-20 20:00:00,4.38,0.0,3.0,15.6,6.1,80.0
2023-07-20 19:00:00,4.41,0.0,3.0,15.9,7.7,78.0
2023-07-20 18:00:00,4.42,0.0,3.0,15.8,5.5,70.0
2023-07-20 17:00:00,4.42,0.0,3.0,16.1,6.8,61.0
2023-07-20 16:00:00,4.44,0.0,3.0,16.6,10.3,53.0
2023-07-20 15:00:00,4.45,0.0,3.0,16.5,16.4,47.0
2023-07-20 14:00:00,4.45,0.0,3.0,16.4,19.5,40.0
,,,,,,
2023-07-20 13:00:00,4.48,0.0,3.0,15.3,20.0,38.0
2023-07-20 12:00:00,4.48,0.0,2.8,14.7,19.9,38.0
2023-07-20 11:00:00,4.51,0.0,2.4,13.8,20.0,37.0
2023-07-20 10:00:00,4.54,0.0,2.4,12.8,15.5,42.0
2023-07-20 09:00:00,4.56,0.0,2.0,12.2,13.1,57.0
2023-07-20 08:00:00,4.55,0.0,1.8,11.9,16.3,67.0
2023-07-20 07:00:00,4.57,0.0,1.6,11.8,21.5,58.0
2023-07-20 06:00:00,4.58,0.0,1.4,11.6,16.4,57.0
2023-07-20 05:00:00,4.6,0.0,1.0,11.6,15.1,63.0
2023-07-20 04:00:00,4.6,0.0,0.8,11.6,14.2,72.0
2023-07-20 03:00:00,4.61,0.0,0.4,11.6,13.7,80.0
2023-07-20 02:00:00,4.63,0.0,0.2,11.7,14.0,89.0
2023-07-20 01:00:00,4.63,0.0,0.0,11.9,11.3,96.0
2023-07-20 00:00:00,4.64,0.0,0.0,12.1,9.0,97.0
2023-07-19 23:00:00,4.66,0.0,0.0,12.3,9.8,95.0
2023-07-19 22:00:00,4.67,0.0,0.0,12.2,11.6,91.0
2023-07-19 21:00:00,4.68,0.0,0.0,12.3,11.8,92.0
2023-07-19 20:00:00,4.7,0.0,0.0,12.2,9.0,83.0
2023-07-19 19:00:00,4.7,0.0,0.0,12.2,7.2,83.0
2023-07-19 18:00:00,4.72,0.0,0.0,12.4,6.1,79.0
2023-07-19 17:00:00,4.72,0.0,0.0,12.8,5.2,72.0
2023-07-19 16:00:00,4.73,0.0,0.0,13.6,5.0,61.0
2023-07-19 15:00:00,4.75,0.0,0.0,13.9,11.8,54.0
2023-07-19 14:00:00,4.75,0.0,0.0,13.8,11.2,49.0
2023-07-19 13:00:00,4.75,0.0,0.0,14.1,14.7,49.0
2023-07-19 12:00:00,4.78,0.0,0.0,12.9,17.8,50.0
2023-07-19 11:00:00,4.8,0.0,0.0,12.2,15.8,38.0
2023-07-19 10:00:00,4.82,0.0,0.0,11.5,14.1,41.0
2023-07-19 09:00:00,4.84,0.0,0.0,10.7,13.6,39.0
,,,,,,
2023-07-19 08:00:00,4.86,0.0,0.0,10.4,17.0,37.0
2023-07-19 07:00:00,4.87,0.0,0.0,10.3,14.4,38.0
2023-07-19 06:00:00,4.87,0.0,0.0,10.3,6.8,41.0
2023-07-19 05:00:00,4.88,0.0,0.0,10.2,3.7,47.0
2023-07-19 04:00:00,4.9,0.0,0.0,10.2,3.5,51.0
2023-07-19 03:00:00,4.9,0.0,0.0,10.1,0.0,64.0
2023-07-19 02:00:00,4.91,0.0,0.0,10.2,3.9,77.0
2023-07-19 01:00:00,4.92,0.0,0.0,10.2,4.7,90.0
2023-07-19 00:00:00,4.93,0.0,2.2,10.3,8.0,89.0
,,,,,,
2023-07-18 23:00:00,4.93,0.0,2.2,10.6,5.9,80.0
2023-07-18 22:00:00,4.94,0.0,2.2,10.6,4.3,67.0
2023-07-18 21:00:00,4.96,0.0,2.2,10.6,6.2,71.0
2023-07-18 20:00:00,4.96,0.0,2.2,10.5,7.2,62.0
2023-07-18 19:00:00,4.97,0.0,2.0,10.8,6.9,63.0
2023-07-18 18:00:00,4.97,0.0,2.0,10.7,6.5,58.0
2023-07-18 17:00:00,4.97,0.0,2.0,10.8,7.5,53.0
2023-07-18 16:00:00,4.97,0.0,1.8,11.4,5.2,45.0
2023-07-18 15:00:00,4.99,0.0,1.6,11.9,10.6,35.0
2023-07-18 14:00:00,4.99,0.0,1.6,12.0,12.0,34.0
2023-07-18 13:00:00,4.99,0.0,1.6,12.1,14.4,33.0
2023-07-18 12:00:00,4.99,0.0,1.6,11.7,13.8,33.0
2023-07-18 11:00:00,5.0,0.0,1.6,12.0,14.4,35.0
2023-07-18 10:00:00,5.02,0.0,1.6,11.8,15.9,36.0
2023-07-18 09:00:00,5.02,0.0,1.6,11.8,14.5,38.0
2023-07-18 08:00:00,5.02,0.0,1.6,11.9,16.9,37.0
2023-07-18 07:00:00,5.03,0.0,1.6,12.2,16.5,42.0
2023-07-18 06:00:00,5.04,0.0,1.6,11.8,14.6,49.0
2023-07-18 05:00:00,5.04,0.0,1.6,11.9,14.0,58.0
2023-07-18 04:00:00,5.03,0.0,0.8,12.6,12.2,71.0
2023-07-18 03:00:00,5.05,0.0,0.6,13.2,12.4,80.0
2023-07-18 02:00:00,5.04,0.0,0.6,13.3,12.0,88.0
2023-07-18 01:00:00,5.05,0.0,0.4,13.7,11.0,94.0
2023-07-18 00:00:00,5.05,1.4,7.2,13.9,10.9,94.0
2023-07-17 23:00:00,5.05,0.0,5.8,14.1,12.5,93.0
2023-07-17 22:00:00,5.04,1.0,5.0,14.2,12.1,89.0
2023-07-17 21:00:00,5.03,2.2,2.8,14.5,13.3,83.0
2023-07-17 20:00:00,5.02,0.0,0.0,15.3,13.7,66.0
2023-07-17 19:00:00,5.03,0.0,0.0,16.1,12.7,63.0
2023-07-17 18:00:00,5.02,0.0,0.0,16.4,11.8,59.0
2023-07-17 17:00:00,4.99,0.0,0.0,16.9,12.6,58.0
2023-07-17 16:00:00,4.98,0.0,0.0,17.3,24.5,52.0
2023-07-17 15:00:00,4.91,0.0,0.0,18.0,22.2,33.0
2023-07-17 14:00:00,4.91,0.0,0.0,17.5,23.9,31.0
2023-07-17 13:00:00,4.9,0.0,0.0,17.1,23.9,28.0
2023-07-17 12:00:00,4.88,0.0,0.0,16.0,24.9,28.0
2023-07-17 11:00:00,4.81,0.0,0.0,15.6,24.7,28.0
2023-07-17 10:00:00,4.76,0.0,0.0,14.9,26.4,30.0
2023-07-17 09:00:00,4.76,0.0,0.0,14.4,24.4,32.0
2023-07-17 08:00:00,4.68,0.0,0.0,14.2,23.0,37.0
2023-07-17 07:00:00,4.58,0.0,0.0,14.1,24.4,38.0
2023-07-17 06:00:00,4.48,0.0,0.0,14.2,20.5,40.0
2023-07-17 05:00:00,4.49,0.0,0.0,14.3,13.7,44.0
2023-07-17 04:00:00,4.55,0.0,0.0,14.4,12.1,49.0
2023-07-17 03:00:00,4.64,0.0,0.0,14.6,11.1,64.0
2023-07-17 02:00:00,4.73,0.0,0.0,14.7,7.2,74.0
2023-07-17 01:00:00,4.84,0.0,0.0,14.8,6.3,81.0
2023-07-17 00:00:00,4.96,0.0,0.0,14.7,5.9,83.0
2023-07-16 23:00:00,5.06,0.0,0.0,13.8,8.6,80.0
2023-07-16 22:00:00,5.14,0.0,0.0,13.8,6.6,72.0
2023-07-16 21:00:00,5.15,0.0,0.0,13.7,6.9,64.0
2023-07-16 20:00:00,5.17,0.0,0.0,13.9,8.4,69.0
2023-07-16 19:00:00,5.15,0.0,0.0,14.2,7.2,58.0
2023-07-16 18:00:00,5.11,0.0,0.0,16.2,8.3,52.0
2023-07-16 17:00:00,4.97,0.0,0.0,19.7,5.9,46.0
2023-07-16 16:00:00,4.95,0.0,0.0,20.8,7.2,45.0
2023-07-16 15:00:00,4.98,0.0,0.0,20.2,12.7,32.0
2023-07-16 14:00:00,5.01,0.0,0.0,18.9,18.6,31.0
2023-07-16 13:00:00,5.05,0.0,0.0,17.8,20.5,30.0
2023-07-16 12:00:00,5.11,0.0,0.0,15.8,22.7,30.0
2023-07-16 11:00:00,5.09,0.0,0.0,13.3,23.8,30.0
2023-07-16 10:00:00,5.09,0.0,0.0,11.8,21.9,33.0
2023-07-16 09:00:00,5.1,0.0,0.0,10.8,19.5,38.0
2023-07-16 08:00:00,5.09,0.0,0.0,10.3,21.7,44.0
2023-07-16 07:00:00,5.08,0.0,0.0,10.4,20.7,47.0
2023-07-16 06:00:00,5.05,0.0,0.0,10.4,20.6,55.0
2023-07-16 05:00:00,5.04,0.0,0.0,10.7,22.1,63.0
2023-07-16 04:00:00,4.99,0.0,0.0,10.9,24.9,70.0
2023-07-16 03:00:00,4.96,0.0,0.0,10.8,20.4,73.0
2023-07-16 02:00:00,4.94,0.0,0.0,10.7,17.1,80.0
2023-07-16 01:00:00,4.95,0.0,0.0,10.6,15.1,81.0
2023-07-16 00:00:00,4.95,0.0,0.0,10.4,21.1,77.0
,,,,,23.8,71.0
,,,,,9.4,78.0
,,,,,4.3,75.0
,,,,,20.8,68.0
,,,,,15.1,60.0
,,,,,18.6,49.0
,,,,,6.6,44.0
,,,,,9.1,39.0
,,,,,2.3,34.0
,,,,,8.0,24.0
,,,,,5.5,22.0
,,,,,7.1,23.0
,,,,,13.0,23.0
,,,,,17.4,23.0
,,,,,17.7,24.0
,,,,,18.7,29.0
,,,,,17.3,32.0
,,,,,14.9,36.0
,,,,,14.7,40.0
,,,,,15.0,49.0
,,,,,15.1,59.0
,,,,,14.6,66.0
,,,,,14.8,70.0
,,,,,13.5,70.0
,,,,,,
2023-07-15 23:00:00,4.96,0.0,0.0,10.3,14.6,65.0
2023-07-15 22:00:00,4.97,0.0,0.0,10.0,14.8,61.0
2023-07-15 21:00:00,4.98,0.0,0.0,10.3,14.9,56.0
2023-07-15 20:00:00,4.99,0.0,0.0,11.4,16.6,53.0
2023-07-15 19:00:00,5.0,0.0,0.0,12.3,16.2,53.0
2023-07-15 18:00:00,4.97,0.0,0.0,14.3,14.1,52.0
2023-07-15 17:00:00,4.89,0.0,0.0,16.2,13.0,47.0
2023-07-15 16:00:00,4.85,0.0,0.0,17.2,11.9,40.0
2023-07-15 15:00:00,5.0,0.0,0.0,16.1,5.5,34.0
2023-07-15 14:00:00,5.01,0.0,0.0,15.9,6.5,33.0
2023-07-15 13:00:00,5.04,0.0,0.0,15.3,8.2,33.0
2023-07-15 12:00:00,5.14,0.0,0.0,12.4,9.4,35.0
2023-07-15 11:00:00,5.17,0.0,0.0,9.5,12.3,34.0
2023-07-15 10:00:00,5.21,0.0,0.0,8.1,8.6,35.0
2023-07-15 09:00:00,5.27,0.0,0.0,7.6,7.3,40.0
2023-07-15 08:00:00,5.29,0.0,0.0,7.3,11.1,42.0
2023-07-15 07:00:00,5.33,0.0,0.0,7.2,11.1,47.0
2023-07-15 06:00:00,5.38,0.0,0.0,7.6,11.3,53.0
2023-07-15 05:00:00,5.42,0.0,0.0,7.4,10.2,58.0
2023-07-15 04:00:00,5.45,0.0,0.0,7.6,8.2,67.0
2023-07-15 03:00:00,5.48,0.0,0.0,7.6,6.9,77.0
2023-07-15 02:00:00,5.52,0.0,0.0,7.6,5.7,86.0
2023-07-15 01:00:00,5.55,0.0,0.0,7.6,6.0,93.0
2023-07-15 00:00:00,5.55,0.0,0.0,8.1,6.5,94.0
2023-07-14 23:00:00,5.58,0.0,0.0,8.6,8.3,92.0
2023-07-14 22:00:00,5.59,0.0,0.0,9.2,9.0,91.0
2023-07-14 21:00:00,5.61,0.0,0.0,9.4,10.1,82.0
2023-07-14 20:00:00,5.66,0.0,0.0,10.3,10.2,73.0
2023-07-14 19:00:00,5.7,0.0,0.0,11.3,11.2,70.0
,,,,,,
2023-07-14 18:00:00,5.7,0.0,0.0,13.4,9.3,68.0
2023-07-14 17:00:00,5.67,0.0,0.0,16.1,6.9,61.0
2023-07-14 16:00:00,5.68,0.0,0.0,16.3,8.7,57.0
2023-07-14 15:00:00,5.77,0.0,0.0,16.0,14.1,53.0
2023-07-14 14:00:00,5.85,0.0,0.0,15.3,26.0,43.0
2023-07-14 13:00:00,5.94,0.0,0.0,14.7,21.6,36.0
2023-07-14 12:00:00,6.03,0.0,0.0,14.1,21.3,33.0
2023-07-14 11:00:00,6.1,0.0,0.0,12.8,19.8,32.0
2023-07-14 10:00:00,6.13,0.0,0.0,12.1,19.8,32.0
2023-07-14 09:00:00,6.16,0.0,0.0,10.8,18.2,33.0
2023-07-14 08:00:00,6.24,0.0,0.0,9.7,19.2,38.0
2023-07-14 07:00:00,6.27,0.0,0.0,8.4,18.8,41.0
2023-07-14 06:00:00,6.29,0.0,0.0,8.8,18.4,43.0
2023-07-14 05:00:00,6.33,0.0,0.0,9.3,15.9,43.0
2023-07-14 04:00:00,6.37,0.0,0.0,9.6,14.5,52.0
2023-07-14 03:00:00,6.42,0.0,0.0,10.3,12.0,63.0
2023-07-14 02:00:00,6.45,0.0,0.0,11.1,7.6,75.0
2023-07-14 01:00:00,6.5,0.0,0.0,11.4,9.0,83.0
2023-07-14 00:00:00,6.54,0.0,0.2,12.3,6.9,88.0
2023-07-13 23:00:00,6.59,0.0,0.2,13.1,5.4,83.0
2023-07-13 22:00:00,6.63,0.0,0.2,13.5,4.5,77.0
2023-07-13 21:00:00,6.68,0.0,0.2,13.9,4.6,71.0
2023-07-13 20:00:00,6.72,0.0,0.2,13.9,8.7,68.0
2023-07-13 19:00:00,6.76,0.0,0.2,14.0,6.6,64.0
2023-07-13 18:00:00,6.8,0.0,0.2,15.3,11.1,56.0
2023-07-13 17:00:00,6.83,0.0,0.2,16.1,15.2,49.0
2023-07-13 16:00:00,6.87,0.0,0.2,16.7,10.4,44.0
2023-07-13 15:00:00,6.93,0.0,0.2,17.1,17.3,39.0
2023-07-13 14:00:00,6.95,0.0,0.2,17.2,20.2,37.0
,,,,,,
2023-07-13 13:00:00,7.01,0.0,0.2,17.3,21.3,35.0
2023-07-13 12:00:00,7.08,0.0,0.2,16.2,21.2,37.0
2023-07-13 11:00:00,7.11,0.0,0.2,15.9,23.1,38.0
2023-07-13 10:00:00,7.16,0.0,0.2,15.9,22.7,38.0
2023-07-13 09:00:00,7.23,0.0,0.2,16.6,24.1,42.0
2023-07-13 08:00:00,7.26,0.0,0.2,16.2,25.9,40.0
2023-07-13 07:00:00,7.29,0.0,0.2,15.6,26.6,44.0
2023-07-13 06:00:00,7.29,0.0,0.2,16.1,26.4,50.0
2023-07-13 05:00:00,7.29,0.0,0.2,16.3,27.6,54.0
2023-07-13 04:00:00,7.26,0.0,0.0,15.4,28.0,50.0
2023-07-13 03:00:00,7.22,0.0,0.0,15.3,18.1,63.0
2023-07-13 02:00:00,7.18,0.0,0.0,16.2,18.9,63.0
2023-07-13 01:00:00,7.16,0.0,0.0,16.6,13.5,58.0
2023-07-13 00:00:00,7.1,0.0,30.0,16.2,19.5,55.0
,,,,,18.6,54.0
,,,,,19.3,52.0
,,,,,18.7,51.0
,,,,,20.2,47.0
,,,,,20.9,48.0
,,,,,19.6,49.0
,,,,,18.4,47.0
,,,,,16.4,43.0
,,,,,13.0,37.0
,,,,,9.5,33.0
,,,,,7.7,34.0
,,,,,9.2,32.0
,,,,,10.0,32.0
,,,,,10.3,33.0
,,,,,9.9,35.0
,,,,,,
,,,,,9.7,38.0
,,,,,8.9,39.0
,,,,,8.4,43.0
,,,,,8.7,49.0
,,,,,8.5,59.0
,,,,,7.1,71.0
,,,,,6.1,89.0
,,,,,3.8,99.0
,,,,,3.6,99.0
,,,,,,
2023-07-12 23:00:00,7.05,0.0,30.0,16.3,3.7,96.0
2023-07-12 22:00:00,7.03,2.2,29.2,16.5,6.3,96.0
2023-07-12 21:00:00,7.01,2.0,17.4,18.4,7.2,96.0
2023-07-12 20:00:00,7.01,0.0,15.8,18.4,5.9,94.0
2023-07-12 19:00:00,6.99,0.0,15.8,18.4,6.1,90.0
2023-07-12 18:00:00,6.97,0.0,15.8,18.5,5.7,86.0
2023-07-12 17:00:00,6.9,0.0,15.8,18.7,7.8,78.0
2023-07-12 16:00:00,6.83,0.0,15.8,18.7,9.7,70.0
2023-07-12 15:00:00,6.72,0.0,15.8,18.7,15.3,66.0
2023-07-12 14:00:00,6.61,0.0,15.8,19.2,20.9,64.0
2023-07-12 13:00:00,6.51,0.0,15.8,18.6,24.9,62.0
2023-07-12 12:00:00,6.37,0.0,15.8,18.1,21.9,64.0
2023-07-12 11:00:00,6.26,0.0,15.8,17.8,26.6,63.0
2023-07-12 10:00:00,6.12,0.0,15.8,17.3,25.3,50.0
2023-07-12 09:00:00,5.99,0.0,15.8,16.9,19.1,40.0
2023-07-12 08:00:00,5.88,3.8,14.4,16.7,13.8,34.0
2023-07-12 07:00:00,5.79,1.4,12.4,16.5,8.2,34.0
2023-07-12 06:00:00,5.71,3.8,11.0,16.3,7.8,36.0
2023-07-12 05:00:00,5.67,5.6,6.8,16.3,9.4,40.0
2023-07-12 04:00:00,5.65,42.6,3.6,16.3,6.9,48.0
2023-07-12 03:00:00,5.61,0.0,3.0,16.2,4.0,55.0
2023-07-12 02:00:00,5.56,0.0,3.0,16.2,7.8,60.0
2023-07-12 01:00:00,5.46,2.0,0.6,16.0,4.4,63.0
2023-07-12 00:00:00,5.32,2.2,45.2,15.9,6.3,57.0
2023-07-11 23:00:00,5.16,0.0,43.8,15.9,6.8,56.0
2023-07-11 22:00:00,4.97,0.0,43.8,15.8,6.5,53.0
2023-07-11 21:00:00,4.73,0.0,43.6,15.8,8.7,49.0
2023-07-11 20:00:00,4.49,1.8,42.8,15.7,11.2,45.0
2023-07-11 19:00:00,4.25,7.2,38.0,15.6,10.8,44.0
,,,,,,
2023-07-11 18:00:00,4.07,5.6,31.8,15.6,11.3,42.0
2023-07-11 17:00:00,3.9,8.0,27.4,15.6,14.5,42.0
2023-07-11 16:00:00,3.82,2.2,22.6,15.7,12.9,38.0
2023-07-11 15:00:00,3.75,1.2,19.8,15.7,10.1,33.0
2023-07-11 14:00:00,3.66,2.6,16.8,15.8,6.9,27.0
2023-07-11 13:00:00,3.62,1.2,15.6,15.9,7.5,27.0
2023-07-11 12:00:00,3.66,3.4,12.6,16.4,6.7,26.0
2023-07-11 11:00:00,3.47,1.0,11.4,16.5,7.6,27.0
2023-07-11 10:00:00,3.34,0.8,2.0,16.8,8.4,27.0
2023-07-11 09:00:00,3.27,0.0,1.2,16.9,8.1,28.0
2023-07-11 08:00:00,3.18,0.0,1.0,16.9,9.3,29.0
2023-07-11 07:00:00,3.1,0.0,0.8,17.0,9.5,31.0
2023-07-11 06:00:00,3.0,0.0,0.6,17.0,9.8,39.0
2023-07-11 05:00:00,2.89,0.0,0.4,17.0,9.2,46.0
2023-07-11 04:00:00,2.81,0.0,0.2,17.0,6.8,51.0
2023-07-11 03:00:00,2.72,0.0,0.2,16.9,7.2,60.0
2023-07-11 02:00:00,2.64,0.0,0.2,16.9,8.1,67.0
2023-07-11 01:00:00,2.55,0.0,0.2,16.9,9.5,73.0
2023-07-11 00:00:00,2.47,0.0,17.0,16.9,8.7,76.0
2023-07-10 23:00:00,2.43,0.0,16.6,16.8,7.4,76.0
2023-07-10 22:00:00,2.41,0.0,16.2,16.8,8.4,72.0
2023-07-10 21:00:00,2.36,1.8,15.0,16.9,11.2,65.0
2023-07-10 20:00:00,2.33,0.0,13.4,16.9,12.5,54.0
2023-07-10 19:00:00,2.3,0.0,13.4,16.8,13.3,51.0
2023-07-10 18:00:00,2.3,1.0,13.2,16.9,15.6,48.0
2023-07-10 17:00:00,2.24,12.0,7.4,17.1,19.4,47.0
2023-07-10 16:00:00,2.24,0.0,3.8,17.3,15.3,40.0
2023-07-10 15:00:00,2.26,0.0,1.8,17.3,13.3,36.0
2023-07-10 14:00:00,2.24,1.4,1.4,17.1,8.2,28.0
,,,,,,
2023-07-10 13:00:00,2.26,0.0,0.6,17.2,5.6,27.0
2023-07-10 12:00:00,2.27,0.0,0.6,17.0,6.2,26.0
2023-07-10 11:00:00,2.31,0.0,0.6,16.9,5.4,27.0
2023-07-10 10:00:00,2.33,0.0,0.6,16.3,5.9,27.0
2023-07-10 09:00:00,2.38,0.0,0.6,16.1,7.7,28.0
2023-07-10 08:00:00,2.41,0.0,0.6,15.9,8.2,30.0
2023-07-10 07:00:00,2.42,0.0,0.6,15.8,8.4,32.0
2023-07-10 06:00:00,2.45,0.0,0.6,15.8,9.8,39.0
2023-07-10 05:00:00,2.46,0.0,0.6,15.8,8.7,48.0
2023-07-10 04:00:00,2.48,0.0,0.4,15.8,6.4,54.0
2023-07-10 03:00:00,2.5,0.0,0.4,15.7,6.2,59.0
2023-07-10 02:00:00,2.52,0.0,0.4,15.6,8.4,64.0
2023-07-10 01:00:00,2.55,0.0,0.4,15.6,7.6,70.0
2023-07-10 00:00:00,2.56,0.0,0.0,15.9,8.2,71.0
,,,,,8.6,69.0
,,,,,8.6,66.0
,,,,,9.4,62.0
,,,,,7.8,59.0
,,,,,7.9,58.0
,,,,,8.1,52.0
,,,,,7.6,53.0
,,,,,6.6,53.0
,,,,,7.4,40.0
,,,,,3.6,29.0
,,,,,3.0,28.0
,,,,,3.7,28.0
,,,,,4.0,29.0
,,,,,4.7,32.0
,,,,,5.5,33.0
,,,,,,
,,,,,8.7,36.0
,,,,,8.4,38.0
,,,,,7.6,44.0
,,,,,6.8,50.0
,,,,,5.4,57.0
,,,,,4.6,69.0
,,,,,6.4,77.0
,,,,,5.5,84.0
,,,,,8.4,90.0
,,,,,,
2023-07-09 23:00:00,2.58,0.0,0.0,15.8,9.7,89.0
2023-07-09 22:00:00,2.59,0.0,0.0,15.9,8.0,88.0
2023-07-09 21:00:00,2.62,0.0,0.0,15.9,7.2,79.0
2023-07-09 20:00:00,2.65,0.0,0.0,16.1,6.9,74.0
2023-07-09 19:00:00,2.68,0.0,0.0,15.9,7.5,66.0
2023-07-09 18:00:00,2.72,0.0,0.0,15.9,9.7,61.0
2023-07-09 17:00:00,2.75,0.0,0.0,16.5,7.1,59.0
2023-07-09 16:00:00,2.77,0.0,0.0,16.9,7.4,62.0
2023-07-09 15:00:00,2.81,0.0,0.0,17.6,6.0,46.0
2023-07-09 14:00:00,2.83,0.0,0.0,17.8,11.8,39.0
2023-07-09 13:00:00,2.91,0.0,0.0,17.4,14.1,38.0
2023-07-09 12:00:00,2.96,0.0,0.0,17.2,13.7,38.0
2023-07-09 11:00:00,3.01,0.0,0.0,16.8,14.4,40.0
2023-07-09 10:00:00,3.07,0.0,0.0,16.3,14.9,40.0
2023-07-09 09:00:00,3.1,0.0,0.0,15.8,15.5,42.0
2023-07-09 08:00:00,3.15,0.0,0.0,15.7,16.6,43.0
2023-07-09 07:00:00,3.16,0.0,0.0,15.7,16.4,47.0
2023-07-09 06:00:00,3.17,0.0,0.0,15.7,14.8,53.0
2023-07-09 05:00:00,3.16,0.0,0.0,15.8,16.1,56.0
2023-07-09 04:00:00,3.16,0.0,0.0,16.1,14.2,63.0
2023-07-09 03:00:00,3.13,0.0,0.0,16.3,12.6,71.0
2023-07-09 02:00:00,3.12,0.0,0.0,16.6,9.7,77.0
2023-07-09 01:00:00,3.08,0.0,0.0,16.8,11.2,80.0
2023-07-09 00:00:00,3.03,0.0,21.2,17.3,11.3,79.0
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
2022-10-25 23:00:00,5.01,0.0,0.0,18.4,6.9,99.0
2022-10-25 22:00:00,5.02,0.0,0.0,18.8,9.3,98.0
2022-10-25 21:00:00,5.03,0.0,0.0,19.0,7.8,96.0
2022-10-25 20:00:00,5.03,0.0,0.0,19.6,7.4,94.0
2022-10-25 19:00:00,5.03,0.0,0.0,20.8,7.4,94.0
2022-10-25 18:00:00,4.88,0.0,0.0,23.3,8.1,95.0
2022-10-25 17:00:00,4.85,0.0,0.0,24.9,8.0,94.0
2022-10-25 16:00:00,4.9,0.0,0.0,25.4,7.9,92.0
2022-10-25 15:00:00,4.97,0.0,0.0,25.4,9.4,90.0
2022-10-25 14:00:00,5.02,0.0,0.0,24.8,9.5,85.0
2022-10-25 13:00:00,5.05,0.0,0.0,24.1,8.8,81.0
2022-10-25 12:00:00,5.08,0.0,0.0,23.2,11.7,74.0
2022-10-25 11:00:00,5.08,0.0,0.0,22.1,15.6,70.0
2022-10-25 10:00:00,5.11,0.0,0.0,20.3,18.4,69.0
2022-10-25 09:00:00,5.13,0.0,0.0,19.3,19.0,72.0
2022-10-25 08:00:00,5.15,0.0,0.0,18.1,23.2,68.0
2022-10-25 07:00:00,5.19,0.0,0.0,17.4,24.3,72.0
2022-10-25 06:00:00,5.19,0.0,0.0,17.1,22.1,75.0
2022-10-25 05:00:00,5.2,0.0,0.0,17.2,21.3,76.0
2022-10-25 04:00:00,5.23,0.0,0.0,17.4,17.1,86.0
2022-10-25 03:00:00,5.23,0.0,0.0,17.4,13.2,91.0
2022-10-25 02:00:00,5.24,0.0,0.0,17.6,12.7,89.0
2022-10-25 01:00:00,5.24,0.0,0.0,18.1,11.9,87.0
2022-10-25 00:00:00,5.24,0.0,0.0,18.3,10.7,90.0
2022-10-24 23:00:00,5.25,0.0,0.0,18.6,9.2,90.0
2022-10-24 22:00:00,5.26,0.0,0.0,19.0,9.7,89.0
2022-10-24 21:00:00,5.26,0.0,0.0,19.4,12.2,84.0
2022-10-24 20:00:00,5.26,0.0,0.0,19.8,13.0,88.0
2022-10-24 19:00:00,5.24,0.0,0.0,20.8,14.8,83.0
,,,,,,
2022-10-24 18:00:00,5.15,0.0,0.0,22.7,14.8,79.0
2022-10-24 17:00:00,5.09,0.0,0.0,24.7,17.4,76.0
2022-10-24 16:00:00,5.11,0.0,0.0,26.3,18.3,74.0
2022-10-24 15:00:00,5.18,0.0,0.0,26.6,19.3,72.0
2022-10-24 14:00:00,5.24,0.0,0.0,26.4,20.3,69.0
2022-10-24 13:00:00,5.26,0.0,0.0,25.4,22.3,69.0
2022-10-24 12:00:00,5.29,0.0,0.0,25.4,19.1,74.0
2022-10-24 11:00:00,5.29,0.0,0.0,23.7,28.5,70.0
2022-10-24 10:00:00,5.29,0.0,0.0,22.2,23.7,72.0
