date,temperature_2m,relative_humidity_2m,rain,cloud_cover,wind_speed_10m,Nível
2022-10-05 03:00,14.607,83.57966,0.0,100.0,6.1094027,1.69
2022-10-05 04:00,14.407,84.10959,0.0,100.0,4.3349743,1.68
2022-10-05 05:00,14.207,85.48619,0.0,100.0,4.1046314,1.66
2022-10-05 06:00,14.057,86.320755,0.0,100.0,3.4152596,1.68
2022-10-05 07:00,14.057,86.89175,0.0,100.0,3.219938,1.69
2022-10-05 08:00,14.007,87.74998,0.1,100.0,2.4149535,1.66
2022-10-05 09:00,14.007,89.20513,0.1,100.0,1.8,1.66
2022-10-05 10:00,14.357,88.94091,0.0,100.0,2.52,1.66
2022-10-05 11:00,15.107,85.57999,0.0,100.0,5.7599998,1.68
2022-10-05 12:00,16.157,82.67468,0.0,100.0,3.671294,1.63
2022-10-05 13:00,17.707,77.67056,0.0,100.0,2.5455842,1.61
2022-10-05 14:00,18.707,75.10542,0.0,100.0,3.671294,1.6
2022-10-05 15:00,19.357,73.53411,0.1,100.0,4.6800003,1.54
2022-10-05 16:00,20.257,70.44652,0.0,100.0,2.1897945,1.56
2022-10-05 17:00,21.707,63.204998,0.0,100.0,1.484318,1.56
2022-10-05 18:00,22.607,61.200554,0.0,100.0,2.6208394,1.57
2022-10-05 19:00,22.607,62.99845,0.0,100.0,7.2,1.54
2022-10-05 20:00,21.307,71.55331,0.0,100.0,10.44,1.6
2022-10-05 21:00,19.107,80.16226,0.0,100.0,12.819235,1.63
2022-10-05 22:00,17.557,89.48222,0.0,100.0,13.70839,1.62
2022-10-05 23:00,16.957,92.05423,0.0,100.0,12.413476,1.63
2022-10-06 00:00,16.707,91.45093,0.0,100.0,8.534353,1.63
2022-10-06 01:00,16.807,90.87237,0.0,100.0,7.754637,1.63
2022-10-06 02:00,16.807,90.87237,0.0,100.0,7.4128532,1.62
2022-10-06 03:00,16.707,91.744804,0.0,100.0,8.049845,1.64
2022-10-06 04:00,16.707,91.744804,0.0,100.0,7.8625183,1.64
2022-10-06 05:00,16.707,92.631424,0.0,100.0,9.255571,1.64
2022-10-06 06:00,16.807,92.9339,0.0,100.0,7.072878,1.66
2022-10-06 07:00,16.957,93.2393,0.0,100.0,4.39436,1.63
2022-10-06 08:00,16.957,94.13688,0.1,100.0,4.896529,1.63
2022-10-06 09:00,16.907,95.34371,0.9,100.0,8.557102,1.64
2022-10-06 10:00,17.207,95.65791,0.2,100.0,10.233123,1.67
2022-10-06 11:00,17.857,95.3768,0.1,100.0,9.673221,1.68
2022-10-06 12:00,17.607,95.36813,0.6,100.0,13.202726,1.72
2022-10-06 13:00,17.507,99.05742,0.8,100.0,11.983188,1.73
2022-10-06 14:00,17.607,99.05813,2.3,100.0,11.792404,1.73
2022-10-06 15:00,18.157,99.373856,1.8,100.0,7.628263,1.97
2022-10-06 16:00,17.707,99.371704,4.5,100.0,4.5536795,1.95
2022-10-06 17:00,17.257,99.36954,4.3,100.0,16.854767,2.01
2022-10-06 18:00,17.907,99.37266,1.7,100.0,13.246826,2.07
2022-10-06 19:00,18.057,99.373375,1.7,100.0,21.892027,2.19
2022-10-06 20:00,18.557,94.802025,0.4,100.0,16.055355,2.29
2022-10-06 21:00,18.007,96.90006,0.0,100.0,2.7416782,2.38
2022-10-06 22:00,17.707,97.50755,0.0,100.0,7.5942073,2.49
2022-10-06 23:00,17.707,97.8161,0.0,100.0,8.311245,2.61
2022-10-07 00:00,17.257,98.430374,0.0,100.0,7.172949,2.75
2022-10-07 01:00,17.007,98.427376,0.0,100.0,4.8965297,2.9
2022-10-07 02:00,16.857,99.0527,0.0,100.0,5.8048253,3.03
2022-10-07 03:00,16.607,100.0,0.4,100.0,5.8048253,3.17
2022-10-07 04:00,15.957,100.0,0.1,100.0,2.968636,3.29
2022-10-07 05:00,15.907,100.0,0.0,100.0,2.7416782,3.38
2022-10-07 06:00,15.357,100.0,0.0,100.0,2.8116899,3.49
2022-10-07 07:00,16.107,100.0,0.0,100.0,4.510787,3.58
2022-10-07 08:00,15.157,99.99999,0.0,100.0,3.96,3.65
2022-10-07 09:00,15.057,99.67893,0.0,95.0,5.495161,3.73
2022-10-07 10:00,16.757,91.45407,0.0,61.0,11.119281,3.81
2022-10-07 11:00,17.457,85.2705,0.0,76.0,11.753877,3.85
2022-10-07 12:00,18.957,75.63367,0.0,99.0,10.823973,3.88
2022-10-07 13:00,19.407,67.81486,0.0,48.0,17.163355,3.89
2022-10-07 14:00,20.707,57.653503,0.0,24.0,20.431387,3.92
2022-10-07 15:00,21.707,51.09322,0.0,19.0,22.545315,3.94
2022-10-07 16:00,22.057,47.898743,0.0,85.0,23.263912,3.94
2022-10-07 17:00,21.757,46.710693,0.0,48.0,22.553934,3.92
2022-10-07 18:00,21.757,45.62697,0.0,47.0,22.057161,3.93
2022-10-07 19:00,21.207,46.24701,0.0,36.0,19.523155,3.88
2022-10-07 20:00,20.307,54.403725,0.0,40.0,14.707222,3.82
2022-10-07 21:00,18.907,57.592957,0.0,2.0,12.43434,3.8
2022-10-07 22:00,16.907,63.167828,0.0,0.0,9.227524,3.92
2022-10-07 23:00,15.457,69.98423,0.0,0.0,6.489992,3.92
2022-10-08 00:00,14.507,73.899254,0.0,0.0,6.830519,3.88
2022-10-08 01:00,12.957,83.663826,0.0,1.0,5.2416787,3.89
2022-10-08 02:00,11.307,90.49179,0.0,4.0,5.815978,3.89
2022-10-08 03:00,10.357,92.89474,0.0,0.0,6.1305785,3.88
2022-10-08 04:00,11.057,88.369934,0.0,0.0,4.73506,3.88
2022-10-08 05:00,11.507,86.064316,0.0,0.0,0.35999998,3.89
2022-10-08 06:00,9.307,93.78677,0.0,0.0,3.8939953,3.88
2022-10-08 07:00,10.657,91.05622,0.0,0.0,2.5959969,3.77
2022-10-08 08:00,10.207,93.2,0.0,0.0,1.2979984,3.73
2022-10-08 09:00,9.707,94.441505,0.0,0.0,0.35999998,3.71
2022-10-08 10:00,10.907,94.49253,0.0,0.0,1.0182338,3.71
2022-10-08 11:00,13.657,84.8642,0.0,0.0,1.1384199,3.7
2022-10-08 12:00,15.857,79.19067,0.0,0.0,1.8,3.7
2022-10-08 13:00,18.707,70.380066,0.0,0.0,2.3051248,3.67
2022-10-08 14:00,20.657,58.789955,0.0,17.0,3.7064266,3.63
2022-10-08 15:00,22.007,55.01686,0.0,10.0,5.1919937,3.59
2022-10-08 16:00,23.407,49.71533,0.0,21.0,4.6938257,3.54
2022-10-08 17:00,24.507,44.585255,0.0,9.0,5.154415,3.48
2022-10-08 18:00,24.957,42.832733,0.0,0.0,5.04,3.39
2022-10-08 19:00,24.757,44.801563,0.0,0.0,7.342588,3.26
2022-10-08 20:00,23.657,54.71781,0.0,0.0,7.42159,3.17
2022-10-08 21:00,20.657,66.11514,0.0,0.0,14.113652,3.18
2022-10-08 22:00,18.407,78.027985,0.0,0.0,16.179987,3.31
2022-10-08 23:00,17.707,85.570984,0.0,0.0,15.077082,3.32
2022-10-09 00:00,17.257,86.07722,0.0,0.0,12.24,3.3
2022-10-09 01:00,14.907,93.43777,0.0,0.0,8.311245,3.28
2022-10-09 02:00,15.057,92.54031,0.0,0.0,4.1046314,3.26
2022-10-09 03:00,12.707,98.37447,0.0,0.0,4.452954,3.21
2022-10-09 04:00,13.007,97.73605,0.0,0.0,2.968636,3.18
2022-10-09 05:00,11.957,99.67109,0.0,0.0,3.9763298,3.15
2022-10-09 06:00,11.857,99.67083,0.0,100.0,1.609969,3.12
2022-10-09 07:00,11.607,100.0,0.0,100.0,2.16,3.09
2022-10-09 08:00,11.657,100.0,0.0,100.0,2.3051248,3.05
2022-10-09 09:00,11.457,100.0,0.0,100.0,1.484318,3.01
2022-10-09 10:00,12.607,99.34646,0.0,100.0,1.2979984,2.99
2022-10-09 11:00,14.407,91.303955,0.0,56.0,1.8,2.93
2022-10-09 12:00,17.507,77.893105,0.0,1.0,3.319036,2.91
2022-10-09 13:00,21.007,67.26521,0.0,1.0,1.4399999,2.9
2022-10-09 14:00,23.307,60.57861,0.0,97.0,2.2768397,2.85
2022-10-09 15:00,24.807,55.538975,0.0,79.0,2.5455842,2.8
2022-10-09 16:00,26.157,51.754158,0.0,99.0,0.71999997,2.73
2022-10-09 17:00,26.357,49.689495,0.0,97.0,8.587338,2.66
2022-10-09 18:00,25.907,50.538895,0.0,100.0,6.151683,2.61
2022-10-09 19:00,23.257,67.29305,0.0,100.0,5.4119864,2.63
2022-10-09 20:00,20.907,80.40519,0.3,100.0,10.514218,2.6
2022-10-09 21:00,19.157,89.88701,1.5,100.0,14.4,2.6
2022-10-09 22:00,17.157,99.054886,1.3,100.0,13.979872,2.58
2022-10-09 23:00,16.257,99.36467,1.1,100.0,10.966713,2.55
2022-10-10 00:00,15.957,91.40341,1.9,100.0,11.792404,2.52
2022-10-10 01:00,14.657,99.3568,2.2,100.0,9.449572,2.52
2022-10-10 02:00,14.207,99.35454,2.5,100.0,8.913181,2.5
2022-10-10 03:00,13.607,99.02869,0.9,100.0,9.957108,2.53
2022-10-10 04:00,13.257,99.674416,0.2,100.0,5.3517847,2.52
2022-10-10 05:00,13.307,100.0,0.8,100.0,4.6102495,2.5
2022-10-10 06:00,13.207,99.674286,0.3,100.0,5.00128,2.53
2022-10-10 07:00,13.107,99.674034,0.3,100.0,3.0758414,2.55
2022-10-10 08:00,12.907,99.673515,0.8,100.0,4.452954,2.6
2022-10-10 09:00,12.757,100.0,0.5,100.0,5.0528407,2.7
2022-10-10 10:00,12.807,96.140785,0.1,100.0,5.2416787,2.82
2022-10-10 11:00,12.707,99.67302,0.3,100.0,4.379589,2.99
2022-10-10 12:00,12.407,96.44638,0.4,100.0,4.3498964,3.08
2022-10-10 13:00,12.657,96.13632,2.0,100.0,5.1165614,3.08
2022-10-10 14:00,13.657,92.765495,0.7,100.0,5.495161,3.7
2022-10-10 15:00,13.857,90.37379,0.4,100.0,7.172949,3.77
2022-10-10 16:00,13.757,91.862816,0.6,100.0,8.766573,4.13
2022-10-10 17:00,13.957,89.20113,0.2,100.0,9.779817,4.45
2022-10-10 18:00,14.207,90.99271,0.9,100.0,8.350138,4.71
2022-10-10 19:00,14.207,93.403145,0.3,100.0,10.440001,4.97
2022-10-10 20:00,13.957,93.08581,0.1,100.0,8.287822,5.22
2022-10-10 21:00,13.607,93.37325,0.1,100.0,6.4799995,5.43
2022-10-10 22:00,13.457,93.05974,0.1,100.0,6.162207,5.63
2022-10-10 23:00,13.457,93.05974,0.1,100.0,3.8939953,5.75
2022-10-11 00:00,13.107,97.418335,0.2,100.0,1.1384199,5.82
2022-10-11 01:00,12.957,100.0,0.6,100.0,2.1897945,5.87
2022-10-11 02:00,13.007,100.0,1.1,100.0,2.0364676,5.88
2022-10-11 03:00,13.007,100.0,0.6,100.0,1.9386592,5.88
2022-10-11 04:00,13.057,100.0,0.3,100.0,3.7064266,5.88
2022-10-11 05:00,13.107,100.0,0.1,100.0,3.671294,5.88
2022-10-11 06:00,13.107,100.0,0.1,100.0,4.3349743,5.9
2022-10-11 07:00,13.107,99.674034,0.0,100.0,4.0249224,5.9
2022-10-11 08:00,13.157,99.67416,0.1,100.0,2.8799999,5.89
2022-10-11 09:00,13.207,99.674286,3.1,100.0,3.5455887,5.93
2022-10-11 10:00,13.507,100.0,2.6,100.0,1.8,5.97
2022-10-11 11:00,13.957,100.0,7.7,100.0,1.1384199,6.06
2022-10-11 12:00,15.857,90.22279,2.9,100.0,0.5091169,6.14
2022-10-11 13:00,17.507,87.21486,0.1,100.0,2.0991426,6.23
2022-10-11 14:00,18.557,87.58907,6.4,99.0,6.130579,6.33
2022-10-11 15:00,17.857,93.28434,9.3,100.0,3.2599385,6.48
2022-10-11 16:00,18.107,95.08457,8.2,100.0,4.8433046,6.59
2022-10-11 17:00,17.807,95.980675,0.5,100.0,6.489992,6.71
2022-10-11 18:00,19.557,84.14436,0.0,100.0,6.763786,6.82
2022-10-11 19:00,20.457,83.45114,0.0,100.0,5.00128,6.89
2022-10-11 20:00,20.657,87.22623,0.1,100.0,0.71999997,6.94
2022-10-11 21:00,18.857,95.112045,0.9,100.0,5.8603754,7.04
2022-10-11 22:00,18.407,95.69685,0.1,100.0,2.9024127,7.14
2022-10-11 23:00,17.957,97.51227,0.2,100.0,3.2599385,7.22
2022-10-12 00:00,16.107,98.73143,0.2,100.0,5.634891,7.28
2022-10-12 01:00,15.107,99.67905,0.0,100.0,3.671294,7.32
2022-10-12 02:00,14.557,99.67768,0.0,100.0,4.2136917,7.35
2022-10-12 03:00,15.457,99.36074,0.0,100.0,2.1897945,7.39
2022-10-12 04:00,14.957,100.0,0.0,100.0,3.219938,7.41
2022-10-12 05:00,14.807,100.0,0.7,100.0,5.692099,7.42
2022-10-12 06:00,14.307,100.0,0.1,100.0,2.4149535,7.43
2022-10-12 07:00,14.957,100.0,0.0,100.0,6.130579,7.43
2022-10-12 08:00,14.457,100.0,0.0,100.0,2.7416782,7.42
2022-10-12 09:00,15.107,97.77234,0.1,100.0,1.4399999,7.41
2022-10-12 10:00,15.507,100.0,2.3,100.0,1.2979984,7.4
2022-10-12 11:00,16.407,100.0,0.5,100.0,4.198285,7.37
2022-10-12 12:00,18.257,91.838585,0.0,100.0,1.609969,7.34
2022-10-12 13:00,20.207,84.4826,0.0,100.0,3.7064266,7.29
2022-10-12 14:00,21.607,78.994125,0.3,99.0,7.928178,7.25
2022-10-12 15:00,23.007,70.73766,0.3,100.0,7.9932976,7.22
2022-10-12 16:00,23.657,66.52679,0.1,100.0,5.8048253,7.17
2022-10-12 17:00,23.457,67.33356,0.1,100.0,3.219938,7.13
2022-10-12 18:00,23.357,66.67615,0.0,100.0,2.4149535,7.1
2022-10-12 19:00,22.957,73.22367,0.0,93.0,5.3517847,7.02
2022-10-12 20:00,23.107,73.480095,0.0,61.0,5.8603754,6.9
2022-10-12 21:00,21.757,81.27929,0.0,25.0,8.404285,6.9
2022-10-12 22:00,19.507,92.20203,0.0,66.0,9.387651,6.96
2022-10-12 23:00,18.507,94.80008,0.0,100.0,5.6233797,6.95
2022-10-13 00:00,17.907,92.99134,0.0,100.0,9.726664,6.93
2022-10-13 01:00,18.107,95.9897,0.3,99.0,10.028439,6.9
2022-10-13 02:00,18.107,96.902405,0.0,100.0,8.891343,6.87
2022-10-13 03:00,17.857,96.59091,0.0,99.0,6.439876,6.83
2022-10-13 04:00,17.707,96.28192,0.0,100.0,6.618519,6.79
2022-10-13 05:00,17.257,97.80861,0.0,100.0,7.42159,6.74
2022-10-13 06:00,17.057,99.05416,0.0,100.0,7.9932966,6.7
2022-10-13 07:00,16.957,99.368095,0.0,100.0,7.2,6.66
2022-10-13 08:00,16.857,99.36759,0.0,100.0,5.6002855,6.64
2022-10-13 09:00,16.707,99.05162,0.0,100.0,4.8433046,6.6
2022-10-13 10:00,17.307,95.35767,0.0,100.0,6.792466,6.57
2022-10-13 11:00,18.407,90.97885,0.0,100.0,5.6233797,6.52
2022-10-13 12:00,19.857,84.17767,0.0,100.0,3.0758414,6.47
2022-10-13 13:00,21.207,79.93983,0.1,100.0,6.130579,6.4
2022-10-13 14:00,22.607,75.029465,0.1,100.0,7.771331,6.35
2022-10-13 15:00,23.107,71.88021,0.0,61.0,9.19939,6.31
2022-10-13 16:00,24.507,69.260925,0.0,86.0,3.7585104,6.27
2022-10-13 17:00,24.757,67.38354,0.1,100.0,1.5273507,6.22
2022-10-13 18:00,24.157,69.84786,0.0,99.0,5.8048253,6.21
2022-10-13 19:00,19.857,91.64632,7.5,100.0,14.618837,6.21
2022-10-13 20:00,20.157,92.23906,0.1,100.0,7.145796,6.18
2022-10-13 21:00,19.357,97.53844,0.2,100.0,6.6087217,6.15
2022-10-13 22:00,17.807,100.0,0.3,100.0,4.73506,6.12
2022-10-13 23:00,17.707,100.0,0.2,100.0,4.0249224,6.07
2022-10-14 00:00,18.107,97.51509,0.2,100.0,3.5455887,6.06
2022-10-14 01:00,17.357,100.0,0.1,100.0,2.968636,6.04
2022-10-14 02:00,16.857,99.68335,0.0,100.0,2.5455842,6.01
2022-10-14 03:00,17.007,99.683716,0.0,100.0,2.8116899,6.0
2022-10-14 04:00,16.907,99.68349,0.3,100.0,0.5091169,6.01
2022-10-14 05:00,16.807,99.683235,0.6,100.0,1.5273507,6.04
2022-10-14 06:00,16.607,100.0,1.0,100.0,3.96,6.09
2022-10-14 07:00,16.757,100.0,1.9,100.0,3.563818,6.12
2022-10-14 08:00,17.607,96.58448,1.9,100.0,0.35999998,6.18
2022-10-14 09:00,17.357,98.1205,1.5,100.0,1.0182338,6.24
2022-10-14 10:00,16.907,100.0,1.4,100.0,3.319036,6.29
2022-10-14 11:00,18.107,99.68638,0.5,100.0,3.6,6.35
2022-10-14 12:00,17.907,94.17829,1.4,100.0,3.4152596,6.37
