date,temperature_2m,relative_humidity_2m,rain,cloud_cover,wind_speed_10m,Nível
2024-07-04 03:00;13.757,100.0,0.0,100.0,4.68,,2.35
2024-07-04 04:00,11.907,100.0,0.0,100.0,6.792466,2.33
2024-07-04 05:00,12.207,100.0,0.0,100.0,5.95906,2.35
2024-07-04 06:00,12.557,99.67262,0.0,100.0,5.154415,2.35
2024-07-04 07:00,12.707,99.34697,0.0,100.0,3.7585104,2.34
2024-07-04 08:00,12.407,99.345436,0.0,100.0,3.671294,2.33
2024-07-04 09:00,11.957,100.0,0.0,100.0,4.5820518,2.33
2024-07-04 10:00,12.607,100.0,0.0,100.0,2.9024127,2.33
2024-07-04 11:00,13.007,99.3485,0.0,100.0,1.835647,2.33
2024-07-04 12:00,14.057,94.6232,0.0,97.0,3.219938,2.38
2024-07-04 13:00,16.057001,86.23662,0.0,100.0,5.5887027,2.27
2024-07-04 14:00,17.807,79.725845,0.0,100.0,5.00128,2.32
2024-07-04 15:00,18.257,80.82326,0.0,87.0,4.32,2.29
2024-07-04 16:00,19.857,74.095825,0.0,96.0,5.04,2.27
2024-07-04 17:00,21.007,70.13692,0.0,92.0,4.73506,2.23
2024-07-04 18:00,21.107,70.60698,0.0,100.0,6.489992,2.21
2024-07-04 19:00,20.407,76.11035,0.0,75.0,9.028754,2.3
2024-07-04 20:00,19.057,81.18817,0.0,98.0,10.137692,2.21
2024-07-04 21:00,16.907,88.57395,0.0,99.0,8.825508,2.3
2024-07-04 22:00,15.957,92.59022,0.0,89.0,8.049845,2.3
2024-07-04 23:00,15.657,92.87309,0.0,47.0,6.28713,2.29
2024-07-05 00:00,14.107,95.55481,0.0,87.0,7.5599995,2.3
2024-07-05 01:00,15.457,91.66799,0.0,93.0,4.5536795,2.3
2024-07-05 02:00,14.307,95.25128,0.0,100.0,4.6800003,2.3
2024-07-05 03:00,13.557,96.79327,0.0,62.0,5.3999996,2.29
2024-07-05 04:00,13.107,97.418335,0.0,54.0,5.315336,2.29
2024-07-05 05:00,12.407,98.370674,0.0,29.0,3.319036,2.29
2024-07-05 06:00,12.107,99.34389,0.0,88.0,3.0547013,2.29
2024-07-05 07:00,12.457,99.34569,0.0,92.0,2.0991426,2.29
2024-07-05 08:00,12.457,99.34569,0.0,100.0,0.8049845,2.3
2024-07-05 09:00,12.207,100.0,0.0,100.0,0.5091169,2.32
2024-07-05 10:00,12.657,100.0,0.0,100.0,3.219938,2.33
2024-07-05 11:00,13.007,99.3485,0.0,100.0,2.8116899,2.3
2024-07-05 12:00,13.607,97.11093,0.0,100.0,0.5091169,2.23
2024-07-05 13:00,16.607,87.97966,0.0,78.0,2.52,2.32
2024-07-05 14:00,19.057,78.12468,0.0,27.0,1.484318,2.2
2024-07-05 15:00,20.407,70.930115,0.0,11.0,3.319036,2.17
2024-07-05 16:00,22.057,65.141716,0.0,59.0,4.1046314,2.11
2024-07-05 17:00,22.457,65.226944,0.0,61.0,5.4477882,2.08
2024-07-05 18:00,22.707,66.96771,0.0,100.0,6.725354,2.02
2024-07-05 19:00,21.307,77.71465,0.0,100.0,8.654986,2.11
2024-07-05 20:00,19.507,87.121185,0.0,100.0,3.96,2.14
2024-07-05 21:00,18.007,92.40841,0.2,100.0,3.319036,2.16
2024-07-05 22:00,17.857,92.98873,0.2,95.0,8.64,2.15
2024-07-05 23:00,16.357,97.17104,0.0,100.0,5.4477882,2.15
2024-07-06 00:00,17.057,96.57026,0.1,100.0,6.638072,2.17
2024-07-06 01:00,15.607,99.680305,1.1,100.0,10.009036,2.14
2024-07-06 02:00,13.307,99.35001,1.2,100.0,11.885453,2.17
